0.46995,1.5192,-0.46995,-0.11317,-0.040532,-0.5085
0.46315,1.4488,-0.43003,-0.089346,-0.037722,-0.50172
0.42259,1.3746,-0.42488,-0.070247,-0.055642,-0.49454
0.40091,1.3024,-0.40253,-0.05268,-0.075258,-0.48487
0.37993,1.2337,-0.38131,-0.12605,-0.058819,-0.40818
0.35974,1.1677,-0.36098,-0.12448,-0.078064,-0.38635
0.34032,1.1042,-0.34146,-0.12184,-0.093984,-0.36534
0.32165,1.0432,-0.32272,-0.11857,-0.10759,-0.34497
0.30372,0.98465,-0.30473,-0.11487,-0.11941,-0.32517
0.2865,0.92839,-0.28745,-0.11087,-0.12977,-0.3059
0.26996,0.87435,-0.27087,-0.10665,-0.13885,-0.28714
0.25408,0.82247,-0.25494,-0.10227,-0.14679,-0.26886
0.23883,0.77268,-0.23965,-0.097781,-0.15368,-0.25105
0.2242,0.72488,-0.22498,-0.09321,-0.15957,-0.2337
0.21016,0.67903,-0.21089,-0.088591,-0.16449,-0.21679
0.19668,0.63505,-0.19738,-0.083951,-0.16846,-0.20031
0.18376,0.59287,-0.18442,-0.079316,-0.17149,-0.18427
0.17136,0.55242,-0.17199,-0.074707,-0.1736,-0.16865
0.15947,0.51366,-0.16007,-0.070149,-0.1748,-0.15346
0.14808,0.47652,-0.14864,-0.065661,-0.1751,-0.1387
0.13715,0.44093,-0.13768,-0.061262,-0.17451,-0.12437
0.12669,0.40686,-0.12719,-0.056836,-0.16616,-0.10856
0.11666,0.37423,-0.11713,-0.052698,-0.16373,-0.09529
0.10706,0.343,-0.1075,-0.048699,-0.16047,-0.082462
0.097874,0.31313,-0.098282,-0.044851,-0.15642,-0.070085
0.089078,0.28455,-0.089457,-0.041166,-0.15161,-0.058169
0.080662,0.25722,-0.081013,-0.037653,-0.14608,-0.046718
0.072612,0.2311,-0.072937,-0.03432,-0.13986,-0.03574
0.064916,0.20615,-0.065215,-0.031174,-0.13296,-0.025235
0.05756,0.18231,-0.057834,-0.028225,-0.12529,-0.015172
0.050532,0.15956,-0.050782,-0.025455,-0.11785,-0.0058302
0.04382,0.13784,-0.044047,-0.022853,-0.11064,0.0028299
0.037412,0.11712,-0.037618,-0.020407,-0.10366,0.010848
0.031298,0.097372,-0.031483,-0.018109,-0.096894,0.018263
0.025467,0.078549,-0.025632,-0.015947,-0.090354,0.025111
0.019908,0.060618,-0.020054,-0.013914,-0.084032,0.031425
0.014611,0.043548,-0.014739,-0.012001,-0.077926,0.037236
0.0095662,0.027305,-0.0096775,-0.0102,-0.072031,0.042576
0.004765,0.011858,-0.0048605,-0.0085035,-0.066345,0.047472
0.00019796,-0.0028232,-0.00027858,-0.0069048,-0.060863,0.051951
-0.0041437,-0.016767,0.0040769,-0.0053976,-0.055582,0.056037
-0.0082683,-0.030003,0.0082143,-0.0039762,-0.050497,0.059755
-0.012184,-0.042558,0.012142,-0.0026355,-0.045606,0.063125
-0.015899,-0.054457,0.015868,-0.0013706,-0.040905,0.066168
-0.01942,-0.065727,0.019399,-0.00017757,-0.03639,0.068905
-0.022756,-0.076391,0.022744,0.00094701,-0.032059,0.071353
-0.025912,-0.086474,0.025908,0.0020058,-0.027911,0.073529
-0.028896,-0.095998,0.0289,0.0030003,-0.023945,0.075448
-0.031715,-0.10499,0.031726,0.0039304,-0.020164,0.077124
-0.034375,-0.11346,0.034392,0.0047932,-0.016575,0.078569
-0.036882,-0.12143,0.036904,0.0055798,-0.013198,0.079787
-0.039242,-0.12894,0.039268,0.0062673,-0.010084,0.080775
-0.04146,-0.13598,0.041491,0.0067903,-0.0073988,0.081489
-0.043544,-0.14259,0.043577,0.0070282,-0.0060184,0.081723
-0.045497,-0.14878,0.045533,0.0073336,-0.0058939,0.081635
-0.047325,-0.15457,0.047363,0.0073027,-0.0045929,0.081701
-0.049033,-0.15996,0.049073,0.007116,-0.0032711,0.08168
-0.050626,-0.16499,0.050667,0.007013,-0.0014672,0.081737
-0.052108,-0.16967,0.05215,0.0064955,-0.00014854,0.081549
-0.053485,-0.174,0.053527,0.0067215,0.002235,0.081679
-0.05476,-0.17801,0.054801,0.0056014,-0.0020334,0.080133
-0.055938,-0.18171,0.055979,0.0062738,0.0009493,0.080489
-0.057022,-0.18511,0.057062,0.00636,0.0037659,0.08066
-0.058017,-0.18822,0.058056,-0.0020902,0.006406,0.080118
-0.058927,-0.19106,0.058964,-0.00079059,0.0090548,0.080101
-0.059755,-0.19364,0.05979,0.00044307,0.011589,0.079985
-0.060504,-0.19597,0.060538,0.0016106,0.014015,0.079777
-0.061179,-0.19806,0.06121,0.0027093,0.01634,0.079486
-0.061782,-0.19992,0.061811,0.0037312,0.018574,0.079118
