0.59807,0.20913,-0.0014923,-0.066188,0.17835,-0.060932,-0.26934,0.021118,0.028689,-0.065353,-0.0025186,-0.034145,0
0.60358,0.1465,0.0043869,-0.35214,0.17835,-0.20055,-0.26934,0.25894,-1.4581,-1.2154,-1.4001,-1.2734,0
1.1477,-1.4435,0.49153,-0.91375,0.17835,-12.423,4.7307,0.23747,-49.597,-20.023,-40.72,-28.901,0
1.0512,-1.4605,0.40527,-0.83752,-0.068008,-12.213,4.7307,0.21682,-47.357,-22.978,-40.042,-30.293,0
0.91952,-1.3971,0.26457,-0.67974,0.49419,-12.808,4.7307,0.19774,-42.357,-26.038,-36.451,-30.491,0
0.82721,-1.3587,0.182,-0.60932,0.38201,-12.725,4.7307,0.18079,-39.062,-27.716,-34.653,-30.673,0
0.74936,-1.3122,0.11237,-0.5515,0.26896,-12.638,4.7307,0.16504,-35.985,-28.832,-32.838,-30.527,0
0.68552,-1.2625,0.055285,-0.50598,0.14946,-12.541,4.7307,0.15044,-33.219,-29.505,-31.107,-30.165,0
0.63583,-1.2163,0.010861,-0.47303,-0.0015831,-12.411,4.7307,0.13696,-30.909,-29.87,-29.602,-29.725,0
0.61915,-1.2199,-0.0040258,-0.47161,-0.50168,-11.929,4.7307,0.12454,-30.536,-30.395,-29.499,-29.979,0
0.57214,-1.1545,-0.046062,-0.43851,-0.46024,-11.986,4.7307,0.11313,-27.895,-30.286,-27.62,-29.108,0
0.53502,-1.0917,-0.079251,-0.41406,-0.42918,-12.032,4.7307,0.10268,-25.572,-29.962,-25.899,-28.183,0
0.50611,-1.0327,-0.10509,-0.39668,-0.40874,-12.065,4.7307,0.093107,-23.551,-29.498,-24.347,-27.25,0
0.48392,-0.97822,-0.12492,-0.38496,-0.39852,-12.087,4.7307,0.084366,-21.807,-28.949,-22.963,-26.341,0
0.46717,-0.92851,-0.13988,-0.37773,-0.39741,-12.098,4.7307,0.076394,-20.31,-28.353,-21.737,-25.474,0
0.45479,-0.88346,-0.15093,-0.37398,-0.40378,-12.101,4.7307,0.069133,-19.029,-27.738,-20.657,-24.658,0
0.4459,-0.84277,-0.15887,-0.3729,-0.41575,-12.098,4.7307,0.062527,-17.933,-27.12,-19.705,-23.896,0
0.43977,-0.80605,-0.16433,-0.37387,-0.43156,-12.089,4.7307,0.056525,-16.995,-26.512,-18.867,-23.189,0
0.43584,-0.77293,-0.16783,-0.37636,-0.44972,-12.078,4.7307,0.051076,-16.192,-25.92,-18.127,-22.533,0
0.43366,-0.74302,-0.16976,-0.37999,-0.46911,-12.064,4.7307,0.046134,-15.504,-25.349,-17.475,-21.926,0
0.43287,-0.716,-0.17045,-0.38445,-0.48892,-12.049,4.7307,0.041655,-14.915,-24.801,-16.898,-21.365,0
0.43318,-0.69158,-0.17016,-0.38951,-0.50859,-12.035,4.7307,0.037598,-14.409,-24.278,-16.387,-20.848,0
0.43436,-0.6695,-0.16908,-0.39498,-0.52775,-12.02,4.7307,0.033927,-13.977,-23.781,-15.936,-20.37,0
0.43623,-0.64953,-0.1674,-0.40073,-0.54618,-12.005,4.7307,0.030606,-13.607,-23.31,-15.536,-19.929,0
0.43864,-0.63148,-0.16523,-0.40663,-0.56375,-11.991,4.7307,0.027604,-13.292,-22.865,-15.182,-19.523,0
0.44145,-0.61516,-0.1627,-0.41261,-0.5804,-11.977,4.7307,0.024891,-13.024,-22.445,-14.868,-19.149,0
0.44458,-0.6004,-0.15989,-0.41859,-0.59611,-11.964,4.7307,0.02244,-12.798,-22.05,-14.592,-18.805,0
0.44793,-0.58707,-0.15688,-0.42451,-0.61089,-11.952,4.7307,0.020227,-12.608,-21.679,-14.347,-18.488,0
0.45144,-0.57504,-0.15373,-0.43034,-0.62476,-11.94,4.7307,0.01823,-12.45,-21.331,-14.132,-18.196,0
0.45505,-0.56417,-0.1505,-0.43604,-0.63778,-11.929,4.7307,0.016427,-12.318,-21.005,-13.942,-17.929,0
0.4587,-0.55437,-0.14722,-0.44158,-0.64999,-11.919,4.7307,0.014801,-12.21,-20.7,-13.775,-17.683,0
0.46236,-0.54554,-0.14394,-0.44694,-0.66145,-11.909,4.7307,0.013335,-12.123,-20.415,-13.628,-17.458,0
0.466,-0.53758,-0.14068,-0.45211,-0.67221,-11.9,4.7307,0.012012,-12.054,-20.149,-13.5,-17.251,0
0.46958,-0.53042,-0.13746,-0.45708,-0.68233,-11.891,4.7307,0.01082,-12,-19.902,-13.388,-17.062,0
0.47309,-0.52397,-0.13432,-0.46183,-0.69186,-11.882,4.7307,0.0097449,-11.959,-19.671,-13.29,-16.888,0
0.47651,-0.51818,-0.13126,-0.46636,-0.70085,-11.874,4.7307,0.0087762,-11.929,-19.457,-13.205,-16.729,0
0.47981,-0.51297,-0.12829,-0.47068,-0.70936,-11.867,4.7307,0.0079033,-11.908,-19.259,-13.131,-16.584,0
0.483,-0.5083,-0.12544,-0.47478,-0.71744,-11.86,4.7307,0.0071168,-11.896,-19.074,-13.067,-16.451,0
0.48606,-0.5041,-0.12269,-0.47866,-0.72511,-11.853,4.7307,0.0064082,-11.89,-18.903,-13.011,-16.33,0
0.48899,-0.50034,-0.12007,-0.48232,-0.73243,-11.846,4.7307,0.0057699,-11.89,-18.745,-12.963,-16.219,0
0.49177,-0.49696,-0.11757,-0.48577,-0.73943,-11.84,4.7307,0.0051949,-11.894,-18.599,-12.922,-16.118,0
0.49442,-0.49393,-0.1152,-0.48902,-0.74615,-11.834,4.7307,0.0046771,-11.901,-18.464,-12.887,-16.026,0
