0.46995,1.5192,-0.46995,-0.11317,-0.040532,-0.5085
0.46325,1.4497,-0.43051,-0.089621,-0.037755,-0.50182
0.42386,1.3773,-0.42531,-0.070991,-0.055279,-0.49492
0.40285,1.3076,-0.40386,-0.053991,-0.074166,-0.48574
0.38282,1.2422,-0.38368,-0.12499,-0.058137,-0.41126
0.36378,1.1801,-0.36454,-0.12346,-0.076476,-0.39072
0.34568,1.1211,-0.34638,-0.12096,-0.091479,-0.37117
0.32849,1.065,-0.32913,-0.1179,-0.10414,-0.35243
0.31216,1.0117,-0.31276,-0.11448,-0.115,-0.33441
0.29664,0.96107,-0.2972,-0.11083,-0.12438,-0.31707
0.2819,0.91298,-0.28243,-0.10703,-0.13249,-0.30037
0.26789,0.8673,-0.26839,-0.10313,-0.13948,-0.28427
0.25458,0.8239,-0.25505,-0.099181,-0.14547,-0.26877
0.24193,0.78267,-0.24238,-0.095213,-0.15054,-0.25382
0.22991,0.74351,-0.23033,-0.091254,-0.15475,-0.23943
0.21849,0.70631,-0.21889,-0.087323,-0.15815,-0.22557
0.20764,0.67097,-0.20802,-0.08344,-0.16078,-0.21223
0.19733,0.63739,-0.19768,-0.079621,-0.1627,-0.19939
0.18753,0.6055,-0.18786,-0.075878,-0.16394,-0.18704
0.17821,0.5752,-0.17853,-0.071838,-0.15746,-0.17353
0.16936,0.54642,-0.16966,-0.068312,-0.1575,-0.16234
0.16094,0.51908,-0.16123,-0.064889,-0.15695,-0.1516
0.15295,0.49311,-0.15322,-0.061576,-0.15586,-0.14132
0.14535,0.46843,-0.14561,-0.058379,-0.15427,-0.13147
0.13812,0.445,-0.13837,-0.055301,-0.15222,-0.12206
0.13126,0.42273,-0.13149,-0.052345,-0.14975,-0.11309
0.12474,0.40158,-0.12496,-0.049513,-0.14691,-0.10453
0.11853,0.38149,-0.11874,-0.046805,-0.14372,-0.096393
0.11264,0.3624,-0.11284,-0.044221,-0.14024,-0.088664
0.10704,0.34427,-0.10723,-0.041759,-0.13649,-0.081336
0.10172,0.32705,-0.1019,-0.039418,-0.13251,-0.0744
0.096657,0.31069,-0.096827,-0.037196,-0.12833,-0.067848
0.091848,0.29514,-0.092009,-0.035088,-0.12399,-0.061669
0.087278,0.28038,-0.087431,-0.033092,-0.11952,-0.055854
0.082935,0.26635,-0.08308,-0.031185,-0.11443,-0.050268
0.078807,0.25303,-0.078945,-0.029403,-0.10978,-0.045161
0.074884,0.24037,-0.075015,-0.02772,-0.10507,-0.040384
0.071156,0.22835,-0.071281,-0.02614,-0.10056,-0.035974
0.067613,0.21693,-0.067731,-0.024655,-0.096223,-0.031908
0.064246,0.20607,-0.064358,-0.02326,-0.092065,-0.028159
0.061046,0.19577,-0.061153,-0.021948,-0.088078,-0.024707
0.058005,0.18597,-0.058106,-0.020715,-0.084255,-0.021531
0.055115,0.17667,-0.055211,-0.019556,-0.08059,-0.018611
0.052369,0.16784,-0.05246,-0.018466,-0.077077,-0.015928
0.049759,0.15944,-0.049846,-0.01744,-0.073709,-0.013467
0.047279,0.15147,-0.047362,-0.016475,-0.070483,-0.011212
0.044923,0.14389,-0.045001,-0.015566,-0.067392,-0.0091468
0.042683,0.13669,-0.042757,-0.014711,-0.06443,-0.0072591
0.040555,0.12986,-0.040625,-0.013905,-0.061594,-0.0055358
0.038533,0.12336,-0.0386,-0.013146,-0.058878,-0.003965
0.036611,0.11719,-0.036675,-0.012431,-0.056276,-0.0025358
0.034785,0.11133,-0.034845,-0.011758,-0.053786,-0.0012377
0.03305,0.10576,-0.033107,-0.011123,-0.051401,-6.1266e-05
0.031401,0.10047,-0.031456,-0.010524,-0.049118,0.0010026
0.029835,0.095449,-0.029886,-0.0099595,-0.046933,0.0019622
0.028346,0.090676,-0.028395,-0.0094271,-0.044842,0.0028253
0.026931,0.086141,-0.026978,-0.008925,-0.042841,0.0035992
0.025587,0.081833,-0.025632,-0.0084512,-0.040925,0.0042906
0.02431,0.077741,-0.024353,-0.0080042,-0.039093,0.0049059
0.023097,0.073853,-0.023137,-0.0075823,-0.037339,0.0054509
0.021944,0.07016,-0.021982,-0.007184,-0.035662,0.005931
0.020849,0.066651,-0.020885,-0.006808,-0.034057,0.0063514
0.019808,0.063318,-0.019842,-0.006453,-0.032522,0.0067168
0.018819,0.060152,-0.018851,-0.0061177,-0.031054,0.0070316
0.017879,0.057144,-0.01791,-0.005801,-0.02965,0.0072999
0.016986,0.054286,-0.017016,-0.0055019,-0.028307,0.0075255
0.016138,0.051572,-0.016166,-0.0052192,-0.027023,0.007712
0.015332,0.048993,-0.015359,-0.0049522,-0.025796,0.0078627
0.014566,0.046543,-0.014592,-0.0046998,-0.024622,0.0079807
0.013839,0.044215,-0.013863,-0.0044612,-0.0235,0.0080688
0.013148,0.042004,-0.01317,-0.0042357,-0.022427,0.0081296
0.012491,0.039904,-0.012513,-0.0040225,-0.021401,0.0081657
0.011867,0.037909,-0.011888,-0.0038209,-0.02042,0.0081792
0.011274,0.036013,-0.011294,-0.0036303,-0.019483,0.0081724
0.010711,0.034212,-0.010729,-0.00345,-0.018588,0.0081471
0.010176,0.032501,-0.010193,-0.0032794,-0.017731,0.0081052
0.0096675,0.030876,-0.0096842,-0.0031181,-0.016913,0.0080483
0.0091845,0.029332,-0.0092003,-0.0029655,-0.016131,0.0079781
0.0087256,0.027866,-0.0087406,-0.0028211,-0.015384,0.0078959
