0.46995,1.5192,-0.46995,-0.11317,-0.040532,-0.5085
0.46157,1.4357,-0.42296,-0.085286,-0.037246,-0.50013
0.41502,1.3496,-0.41659,-0.063004,-0.058038,-0.49076
0.39032,1.2675,-0.39141,-0.043706,-0.079994,-0.47884
0.36705,1.1914,-0.36797,-0.11123,-0.064325,-0.40709
0.34517,1.1199,-0.34598,-0.1102,-0.085378,-0.38253
0.3246,1.0527,-0.32533,-0.10777,-0.1019,-0.35943
0.30525,0.98945,-0.30592,-0.1046,-0.11539,-0.33749
0.28707,0.93004,-0.28769,-0.10099,-0.12658,-0.31657
0.26997,0.87419,-0.27054,-0.097087,-0.13591,-0.2966
0.2539,0.82169,-0.25443,-0.093013,-0.14363,-0.27751
0.23878,0.77234,-0.23928,-0.08884,-0.14995,-0.25928
0.22457,0.72596,-0.22503,-0.084624,-0.15499,-0.24186
0.2112,0.68236,-0.21163,-0.080411,-0.15885,-0.22522
0.19863,0.64138,-0.19903,-0.076235,-0.16164,-0.20935
0.1868,0.60287,-0.18718,-0.072127,-0.16341,-0.1942
0.17568,0.56666,-0.17604,-0.068111,-0.16424,-0.17978
0.16523,0.53263,-0.16556,-0.063886,-0.15629,-0.16414
0.15539,0.50065,-0.1557,-0.060141,-0.1555,-0.15136
0.14613,0.47058,-0.14643,-0.056534,-0.15395,-0.13925
0.13743,0.44232,-0.1377,-0.053074,-0.15173,-0.12777
0.12924,0.41576,-0.1295,-0.049768,-0.14889,-0.11692
0.12154,0.3908,-0.12179,-0.046621,-0.1455,-0.10669
0.1143,0.36733,-0.11453,-0.043634,-0.14163,-0.09707
0.10749,0.34528,-0.1077,-0.040809,-0.13735,-0.088036
0.10108,0.32455,-0.10128,-0.038144,-0.13272,-0.079579
0.095053,0.30506,-0.095241,-0.035635,-0.12779,-0.071681
0.089384,0.28674,-0.08956,-0.033278,-0.12261,-0.064327
0.084052,0.26953,-0.084217,-0.031069,-0.11724,-0.057497
0.079037,0.25335,-0.079192,-0.029002,-0.11173,-0.051173
0.07432,0.23814,-0.074466,-0.02707,-0.10611,-0.045334
0.069884,0.22384,-0.070021,-0.02527,-0.10059,-0.039997
0.065711,0.2104,-0.06584,-0.023598,-0.095324,-0.03517
0.061787,0.19777,-0.061908,-0.022045,-0.090318,-0.03081
0.058097,0.1859,-0.05821,-0.0206,-0.085557,-0.026878
0.054626,0.17474,-0.054733,-0.019257,-0.08103,-0.023338
0.051362,0.16425,-0.051462,-0.018007,-0.076727,-0.020156
0.048292,0.15439,-0.048386,-0.016844,-0.072637,-0.017302
0.045405,0.14513,-0.045494,-0.015761,-0.06875,-0.014749
0.042691,0.13642,-0.042774,-0.014753,-0.065056,-0.01247
0.040138,0.12823,-0.040216,-0.013813,-0.061547,-0.010442
0.037737,0.12053,-0.037811,-0.012937,-0.058214,-0.0086442
0.03548,0.1133,-0.035549,-0.01212,-0.055048,-0.0070556
0.033357,0.1065,-0.033422,-0.011358,-0.052041,-0.0056584
0.031361,0.10011,-0.031422,-0.010647,-0.049185,-0.004436
0.029485,0.094099,-0.029542,-0.0099835,-0.046473,-0.003373
0.02772,0.088451,-0.027774,-0.0093639,-0.043898,-0.0024553
0.026061,0.083143,-0.026111,-0.0087851,-0.041452,-0.0016699
0.024501,0.078153,-0.024548,-0.0082443,-0.03913,-0.001005
0.023034,0.073463,-0.023078,-0.0077389,-0.036926,-0.00044963
0.021654,0.069054,-0.021696,-0.0072663,-0.034833,6.1686e-06
0.020358,0.06491,-0.020397,-0.0068244,-0.032845,0.0003716
0.019138,0.061015,-0.019175,-0.0064111,-0.030959,0.00065511
0.017992,0.057354,-0.018027,-0.0060243,-0.029167,0.00086441
0.016914,0.053912,-0.016947,-0.0056622,-0.027466,0.0010066
0.015901,0.050677,-0.015932,-0.0053233,-0.025851,0.0010882
0.014948,0.047636,-0.014977,-0.005006,-0.024317,0.0011151
0.014052,0.044777,-0.01408,-0.0047087,-0.022861,0.0010929
0.01321,0.04209,-0.013236,-0.0044302,-0.021478,0.0010264
0.012419,0.039564,-0.012443,-0.0041692,-0.020165,0.00092027
0.011674,0.03719,-0.011697,-0.0039246,-0.018917,0.0007787
0.010975,0.034959,-0.010996,-0.0036952,-0.017733,0.00060548
0.010317,0.032861,-0.010337,-0.0034802,-0.016607,0.00040411
0.0096984,0.030889,-0.0097171,-0.0032785,-0.015538,0.00017776
0.009117,0.029036,-0.0091346,-0.0030892,-0.014522,-7.0661e-05
0.0085704,0.027293,-0.008587,-0.0029116,-0.013556,-0.00033851
0.0080566,0.025656,-0.0080722,-0.0027449,-0.012638,-0.00062338
0.0075736,0.024116,-0.0075882,-0.0025885,-0.011766,-0.00092309
0.0071195,0.022669,-0.0071332,-0.0024416,-0.010936,-0.0012356
0.0066926,0.021309,-0.0067055,-0.0023036,-0.010147,-0.0015592
0.0062913,0.02003,-0.0063035,-0.002174,-0.0093971,-0.0018923
0.005914,0.018828,-0.0059255,-0.0020523,-0.0086831,-0.0022332
0.0055594,0.017699,-0.0055701,-0.0019378,-0.0080037,-0.0025807
0.005226,0.016637,-0.0052361,-0.0018303,-0.0073569,-0.0029337
0.0049126,0.015638,-0.0049221,-0.0017292,-0.006741,-0.0032909
0.004618,0.0147,-0.0046269,-0.0016342,-0.0061543,-0.0036515
0.004341,0.013818,-0.0043494,-0.0015449,-0.0055953,-0.0040145
0.0040807,0.012989,-0.0040885,-0.0014608,-0.0050624,-0.0043792
0.0038359,0.012209,-0.0038433,-0.0013818,-0.0045543,-0.0047449
0.0036058,0.011477,-0.0036128,-0.0013074,-0.0040696,-0.0051109
0.0033896,0.010788,-0.0033961,-0.0012374,-0.0036071,-0.0054768
0.0031863,0.010141,-0.0031924,-0.0011715,-0.0031654,-0.0058419
0.0029951,0.0095325,-0.0030009,-0.0011095,-0.0027435,-0.006206
0.0028155,0.0089605,-0.0028209,-0.0010511,-0.0023403,-0.0065686
0.0026466,0.0084229,-0.0026517,-0.00099618,-0.0019547,-0.0069295
0.0024878,0.0079175,-0.0024926,-0.00094443,-0.0015858,-0.0072882
0.0023386,0.0074424,-0.0023431,-0.00089568,-0.0012327,-0.0076446
0.0021983,0.0069959,-0.0022026,-0.00084976,-0.00089436,-0.0079986
0.0020664,0.0065761,-0.0020704,-0.00080651,-0.0005701,-0.0083498
0.0019425,0.0061815,-0.0019462,-0.00076574,-0.00025907,-0.0086983
0.001826,0.0058106,-0.0018295,-0.00072733,3.9461e-05,-0.0090438
0.0017164,0.005462,-0.0017197,-0.00069113,0.00032621,-0.0093863
0.0016134,0.0051343,-0.0016166,-0.00065701,0.00060185,-0.0097257
0.0015167,0.0048262,-0.0015196,-0.00062483,0.00086702,-0.010062
0.0014257,0.0045366,-0.0014284,-0.0005945,0.0011223,-0.010395
0.0013401,0.0042644,-0.0013427,-0.0005659,0.0013683,-0.010725
0.0012597,0.0040086,-0.0012622,-0.00053892,0.0016056,-0.011052
0.0011842,0.003768,-0.0011865,-0.00051348,0.0018346,-0.011376
0.0011131,0.003542,-0.0011153,-0.00048947,0.0020558,-0.011696
0.0010463,0.0033294,-0.0010484,-0.00046683,0.0022698,-0.012014
0.00098357,0.0031297,-0.00098547,-0.00044546,0.0024769,-0.012328
0.00092456,0.0029419,-0.00092635,-0.0004253,0.0026776,-0.01264
0.00086909,0.0027654,-0.00087077,-0.00040627,0.0028722,-0.012948
0.00081695,0.0025994,-0.00081853,-0.0003883,0.0030611,-0.013254
0.00076794,0.0024435,-0.00076942,-0.00037135,0.0032447,-0.013557
0.00072187,0.0022969,-0.00072326,-0.00035534,0.0034234,-0.013857
0.00067856,0.0021591,-0.00067987,-0.00034022,0.0035973,-0.014155
0.00063785,0.0020295,-0.00063908,-0.00032594,0.0037669,-0.01445
0.00059958,0.0019077,-0.00060074,-0.00031246,0.0039324,-0.014743
0.00056361,0.0017933,-0.00056469,-0.00029972,0.0040941,-0.015033
0.00052979,0.0016857,-0.00053081,-0.00028769,0.0042522,-0.015321
0.000498,0.0015845,-0.00049897,-0.00027632,0.004407,-0.015607
0.00046813,0.0014895,-0.00046903,-0.00026558,0.0045588,-0.01589
0.00044004,0.0014001,-0.00044089,-0.00025543,0.0047076,-0.016172
0.00041364,0.0013161,-0.00041444,-0.00024584,0.0048538,-0.016451
0.00038882,0.0012371,-0.00038957,-0.00023677,0.0049975,-0.016729
0.00036549,0.0011629,-0.0003662,-0.00022819,0.005139,-0.017005
0.00034356,0.0010931,-0.00034423,-0.00022008,0.0052783,-0.01728
